WONum,TYPEID,woStatus,BOMITEMPART,PARTDESCRIPTION,BOMITEMDESCRIPTION,WOITEMQTY,WOITEMTOTAL,ITEMNAME,qtyOrdered,dateScheduledFulfillment,invQTY,CSTMFLD,BOMITEMID,
22-0215:008,20,Entered,DZ1003-D,PLATE 0.19 x 4.5 x 4.5,Add DZ1003-D,2.0000000000000,4.000000000,Add DZ1003-D,2,2022-07-08 08:40:41.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-SP-A36-019-00450-0450""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49082,
22-0216-1:002,20,Entered,DZ1003-D,PLATE 0.19 x 4.5 x 4.5,Add DZ1003-D,2.0000000000000,4.000000000,Add DZ1003-D,2,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-SP-A36-019-00450-0450""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49335,
22-0215:021,20,Entered,S-CH-A36-4X7-08394,CHANNEL 4.0 x 7.25 x 83.94,Add S-CH-A36-4X7-08394,1.0000000000000,1.000000000,Add S-CH-A36-4X7-08394,1,2022-07-08 08:40:41.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-CH-A36-4X7-08394""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49124,
22-0215:001,20,Entered,HRR38T72L14SC,HANDRAIL 38.5T 72L POWDERCOAT,Add HRR38T72L14SC,4.0000000000000,4.000000000,Add HRR38T72L14SC,1,2022-07-08 08:40:41.0,4.000000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Weldment""}}",49085,
22-0215:030,20,Entered,DZ1470,TUBE 0.38 x 4.0 x 2.0 x 315.25,Add DZ1470,1.0000000000000,1.000000000,Add DZ1470,1,2022-07-08 08:40:41.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-TU-A500B-038-400-200-31525""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49150,
22-0215:048,20,Entered,DZ1468,TUBE 0.38 x 4.0 x 2.0 x 81.88,Add DZ1468,1.0000000000000,1.000000000,Add DZ1468,1,2022-07-08 08:40:41.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-TU-A500B-038-400-200-08188""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49225,
22-0216-1:001,20,Entered,DZ1299-R,IMPACTABLE BASE PLATE WELDMENT RIGHT,Add DZ1299-R,1.0000000000000,1.000000000,Add DZ1299-R,1,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Weldment""}}",49363,
22-0215:020,20,Entered,DZ1266-299,SBG 0.25 x 2.0 x 31.0 x 299.0,Add DZ1266-299,3.0000000000000,3.000000000,Add DZ1266-299,1,2022-07-08 08:40:41.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-19W4-S-025-200-3100-29900""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49273,
22-0216-1:064,20,Entered,DZ1266-299,SBG 0.25 x 2.0 x 31.0 x 299.0,Add DZ1266-299,3.0000000000000,3.000000000,Add DZ1266-299,1,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-19W4-S-025-200-3100-29900""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49665,
22-0216-1:036,20,Entered,DZ1244,ROUND 0.25 x 3.0,Add DZ1244,1.0000000000000,1.000000000,Add DZ1244,1,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-RD-A36-025-00300""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49440,
22-0216-1:055,20,Entered,DZ1244,ROUND 0.25 x 3.0,Add DZ1244,1.0000000000000,1.000000000,Add DZ1244,1,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-RD-A36-025-00300""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49500,
22-0216-1:026,20,Entered,DZ1237,ROUND 1.25 x 7.0,Add DZ1237,2.0000000000000,2.000000000,Add DZ1237,1,2022-07-06 13:56:15.0,112.000000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-RD-A311B-125-00700""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49443,
22-0216-1:045,20,Entered,DZ1237,ROUND 1.25 x 7.0,Add DZ1237,2.0000000000000,2.000000000,Add DZ1237,1,2022-07-06 13:56:15.0,112.000000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-RD-A311B-125-00700""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49503,
22-0216-1:065,20,Entered,DZ1222-R,PLATE 0.19 x 29.69 x 91.25,Add DZ1222-R,1.0000000000000,1.000000000,Add DZ1222-R,1,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-SP-GR50-019-09125-2969""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49539,
22-0216-1:087,20,Entered,DZ1222-R,PLATE 0.19 x 29.69 x 91.25,Add DZ1222-R,1.0000000000000,1.000000000,Add DZ1222-R,1,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-SP-GR50-019-09125-2969""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49603,
22-0216-1:109,20,Entered,DZ1103,PLATE 0.25 x 6.0 x 47.46,Add DZ1103,10.0000000000000,10.000000000,Add DZ1103,1,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-SP-A36-025-04746-0600""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49659,
22-0215:021,20,Entered,S-FP-GR50-038-01200-0950,FLOOR PLATE 0.38 x 9.5 x 12.0,Add S-FP-GR50-038-01200-0950,2.0000000000000,2.000000000,Add S-FP-GR50-038-01200-0950,1,2022-07-08 08:40:41.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-FP-CQ-038-01200-0950""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49127,
22-0216-1:026,20,Entered,F-SSP-025-0200,"SLOTTED SPRING PIN 0.25Ø X 2.00L ZINC PLATED, STEEL",Add F-SSP-025-0200,4.0000000000000,4.000000000,Add F-SSP-025-0200,1,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Fastener""}}",49448,
22-0216-1:045,20,Entered,F-SSP-025-0200,"SLOTTED SPRING PIN 0.25Ø X 2.00L ZINC PLATED, STEEL",Add F-SSP-025-0200,4.0000000000000,4.000000000,Add F-SSP-025-0200,1,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Fastener""}}",49508,
22-0215:030,20,Entered,DZ1468,TUBE 0.38 x 4.0 x 2.0 x 81.88,Add DZ1468,1.0000000000000,1.000000000,Add DZ1468,1,2022-07-08 08:40:41.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-TU-A500B-038-400-200-08188""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49153,
22-0216-1:065,20,Entered,DZ1467,TUBE 0.38 x 4.0 x 2.0 x 351.25,Add DZ1467,1.0000000000000,1.000000000,Add DZ1467,1,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-TU-A500B-038-400-200-35125""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49542,
22-0216-1:087,20,Entered,DZ1467,TUBE 0.38 x 4.0 x 2.0 x 351.25,Add DZ1467,1.0000000000000,1.000000000,Add DZ1467,1,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-TU-A500B-038-400-200-35125""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49606,
22-0216-1:001,20,Entered,DZ1299-L,IMPACTABLE BASE PLATE WELDMENT LEFT,Add DZ1299-L,1.0000000000000,1.000000000,Add DZ1299-L,1,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Weldment""}}",49375,
22-0215:020,20,Entered,DZ1266-65,SBG 0.25 x 2.0 x 31.0 x 65.0,Add DZ1266-65,3.0000000000000,3.000000000,Add DZ1266-65,1,2022-07-08 08:40:41.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-19W4-S-025-200-3100-06500""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49276,
22-0216-1:064,20,Entered,DZ1266-65,SBG 0.25 x 2.0 x 31.0 x 65.0,Add DZ1266-65,3.0000000000000,3.000000000,Add DZ1266-65,1,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-19W4-S-025-200-3100-06500""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49668,
22-0215:001,20,Entered,DZ1209,KINGPIN WELDMENT (STANDARD),Add DZ1209,1.0000000000000,1.000000000,Add DZ1209,1,2022-07-08 08:40:41.0,1.000000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Weldment""}}",49096,
22-0215:048,20,Entered,DZ1122-17.75,PLATE 0.5 x 2.0 x 17.75,Add DZ1122-17.75,1.0000000000000,1.000000000,Add DZ1122-17.75,1,2022-07-08 08:40:41.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-FB-A36-050-200-01775""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49228,
22-0215:020,20,Entered,S-SP-A36-019-00300-0150,PLATE 0.19 x 1.5 x 3.0,Add S-SP-A36-019-00300-0150,24.0000000000000,24.000000000,Add S-SP-A36-019-00300-0150,1,2022-07-08 08:40:41.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-FB-A36-019-150-00300""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49279,
22-0216-1:064,20,Entered,S-SP-A36-019-00300-0150,PLATE 0.19 x 1.5 x 3.0,Add S-SP-A36-019-00300-0150,24.0000000000000,24.000000000,Add S-SP-A36-019-00300-0150,1,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-FB-A36-019-150-00300""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49671,
22-0215:021,20,Entered,S-CH-A36-8X11-01150,CHANNEL 8.0 x 11.5 x 11.5,Add S-CH-A36-8X11-01150,2.0000000000000,2.000000000,Add S-CH-A36-8X11-01150,1,2022-07-08 08:40:41.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-CH-A36-8X11-01150""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49130,
22-0216-1:026,20,Entered,MMC#90146A090,"BENT PULL CLEVIS PIN Ø0.50"" X 5""L USABLE ZP, MMC#, STEEL",Add MMC#90146A090,1.0000000000000,1.000000000,Add MMC#90146A090,1,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Fastener""}}",49449,
22-0216-1:045,20,Entered,MMC#90146A090,"BENT PULL CLEVIS PIN Ø0.50"" X 5""L USABLE ZP, MMC#, STEEL",Add MMC#90146A090,1.0000000000000,1.000000000,Add MMC#90146A090,1,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Fastener""}}",49509,
22-0216-1:065,20,Entered,DZ1468,TUBE 0.38 x 4.0 x 2.0 x 81.88,Add DZ1468,1.0000000000000,1.000000000,Add DZ1468,1,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-TU-A500B-038-400-200-08188""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49545,
22-0216-1:087,20,Entered,DZ1468,TUBE 0.38 x 4.0 x 2.0 x 81.88,Add DZ1468,1.0000000000000,1.000000000,Add DZ1468,1,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-TU-A500B-038-400-200-08188""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49609,
22-0215:001,20,Entered,DZ1211,WHEEL MOUNT WELDMENT,Add DZ1211,1.0000000000000,1.000000000,Add DZ1211,1,2022-07-08 08:40:41.0,1.000000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Weldment""}}",49097,
22-0216-1:001,20,Entered,DZ1193-96,"LEG BRACE FOR 96"" WIDE RAMPS",Add DZ1193-96,1.0000000000000,1.000000000,Add DZ1193-96,1,2022-07-06 13:56:15.0,1.000000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Weldment""}}",49387,
22-0215:048,20,Entered,DZ1140-18.38,PLATE 0.5 x 2.0 x 18.38,Add DZ1140-18.38,1.0000000000000,1.000000000,Add DZ1140-18.38,1,2022-07-08 08:40:41.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-FB-A36-050-200-01838""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49231,
22-0215:030,20,Entered,DZ1122-17.75,PLATE 0.5 x 2.0 x 17.75,Add DZ1122-17.75,1.0000000000000,1.000000000,Add DZ1122-17.75,1,2022-07-08 08:40:41.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-FB-A36-050-200-01775""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49156,
22-0215:021,20,Entered,S-SP-A36-050-01200-1169,PLATE 0.5 x 11.69 x 12.0,Add S-SP-A36-050-01200-1169,2.0000000000000,2.000000000,Add S-SP-A36-050-01200-1169,1,2022-07-08 08:40:41.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-SP-A36-050-01200-1169""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49133,
22-0215:020,20,Entered,S-RD-A36-050-09450,ROUND 0.5 x 94.5,Add S-RD-A36-050-09450,1.0000000000000,1.000000000,Add S-RD-A36-050-09450,1,2022-07-08 08:40:41.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-RD-A36-050-09450""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49282,
22-0216-1:064,20,Entered,S-RD-A36-050-09450,ROUND 0.5 x 94.5,Add S-RD-A36-050-09450,1.0000000000000,1.000000000,Add S-RD-A36-050-09450,1,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-RD-A36-050-09450""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49674,
22-0215:001,20,Entered,DZ1193-96,"LEG BRACE FOR 96"" WIDE RAMPS",Add DZ1193-96,1.0000000000000,1.000000000,Add DZ1193-96,1,2022-07-08 08:40:41.0,1.000000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Weldment""}}",49098,
22-0215:030,20,Entered,DZ1140-18.38,PLATE 0.5 x 2.0 x 18.38,Add DZ1140-18.38,1.0000000000000,1.000000000,Add DZ1140-18.38,1,2022-07-08 08:40:41.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-FB-A36-050-200-01838""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49159,
22-0216-1:065,20,Entered,DZ1140-14,PLATE 0.5 x 2.0 x 14.0,Add DZ1140-14,1.0000000000000,1.000000000,Add DZ1140-14,1,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-FB-A36-050-200-01400""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49548,
22-0216-1:087,20,Entered,DZ1140-14,PLATE 0.5 x 2.0 x 14.0,Add DZ1140-14,1.0000000000000,1.000000000,Add DZ1140-14,1,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-FB-A36-050-200-01400""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49612,
22-0215:048,20,Entered,DZ1121-22,PLATE 0.25 x 2.0 x 22.0,Add DZ1121-22,3.0000000000000,3.000000000,Add DZ1121-22,1,2022-07-08 08:40:41.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-FB-A36-025-200-02200""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49234,
22-0216-1:001,20,Entered,DL3654H32R,ADJUSTABLE RAMP LEG ASSEMBLY RIGHT,Add DL3654H32R,1.0000000000000,1.000000000,Add DL3654H32R,1,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Weldment""}}",49395,
22-0216-1:026,20,Entered,A-SHK-00-019-150,"S-HOOK Ø.188 X 1.500L ZINC PLATED, STEEL",Add A-SHK-00-019-150,2.0000000000000,2.000000000,Add A-SHK-00-019-150,1,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Accessory""}}",49450,
22-0216-1:045,20,Entered,A-SHK-00-019-150,"S-HOOK Ø.188 X 1.500L ZINC PLATED, STEEL",Add A-SHK-00-019-150,2.0000000000000,2.000000000,Add A-SHK-00-019-150,1,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Accessory""}}",49510,
22-0216-1:065,20,Entered,DZ1140-18.38,PLATE 0.5 x 2.0 x 18.38,Add DZ1140-18.38,1.0000000000000,1.000000000,Add DZ1140-18.38,1,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-FB-A36-050-200-01838""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49551,
22-0216-1:087,20,Entered,DZ1140-18.38,PLATE 0.5 x 2.0 x 18.38,Add DZ1140-18.38,1.0000000000000,1.000000000,Add DZ1140-18.38,1,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-FB-A36-050-200-01838""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49615,
22-0215:048,20,Entered,DZ1123,PLATE 0.75 x 2.5 x 16.88,Add DZ1123,2.0000000000000,2.000000000,Add DZ1123,1,2022-07-08 08:40:41.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-SP-A36-075-01688-0250""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49237,
22-0215:030,20,Entered,DZ1121-22,PLATE 0.25 x 2.0 x 22.0,Add DZ1121-22,3.0000000000000,3.000000000,Add DZ1121-22,1,2022-07-08 08:40:41.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-FB-A36-025-200-02200""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49162,
22-0215:001,20,Entered,DL3654S32R,ADJUSTABLE RAMP LEG ASSEMBLY RIGHT,Add DL3654S32R,1.0000000000000,1.000000000,Add DL3654S32R,1,2022-07-08 08:40:41.0,1.000000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Weldment""}}",49106,
22-0216-1:001,20,Entered,DL3654H32L,ADJUSTABLE RAMP LEG ASSEMBLY LEFT,Add DL3654H32L,1.0000000000000,1.000000000,Add DL3654H32L,1,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Weldment""}}",49455,
22-0215:020,20,Entered,B4512-11-P2,LAMINATED BUMPER 4.5D7.5W12T,Add B4512-11-P2,2.0000000000000,2.000000000,Add B4512-11-P2,1,2022-07-08 08:40:41.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Accessory""}}",49285,
22-0216-1:064,20,Entered,B4512-11-P2,LAMINATED BUMPER 4.5D7.5W12T,Add B4512-11-P2,2.0000000000000,2.000000000,Add B4512-11-P2,1,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Accessory""}}",49677,
22-0216-1:026,20,Entered,A-CHAIN-1/0-24,"CHAIN, TWIST LINK, 1/0 X 24inL ZINC PLATED, STEEL",Add A-CHAIN-1/0-24,1.0000000000000,1.000000000,Add A-CHAIN-1/0-24,1,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Accessory""}}",49451,
22-0216-1:045,20,Entered,A-CHAIN-1/0-24,"CHAIN, TWIST LINK, 1/0 X 24inL ZINC PLATED, STEEL",Add A-CHAIN-1/0-24,1.0000000000000,1.000000000,Add A-CHAIN-1/0-24,1,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Accessory""}}",49511,
22-0215:020,20,Entered,SM7230,"SERCO EOD 72""W X 30K",Add SM7230,1.0000000000000,1.000000000,Add SM7230,1,2022-07-08 08:40:41.0,20.000000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Accessory""}}",49286,
22-0216-1:064,20,Entered,SM7230,"SERCO EOD 72""W X 30K",Add SM7230,1.0000000000000,1.000000000,Add SM7230,1,2022-07-06 13:56:15.0,20.000000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Accessory""}}",49678,
22-0216-1:026,20,Entered,LE 5140,"DOCKZILLA LEG DECAL 36""-54""",Add LE 5140,1.0000000000000,1.000000000,Add LE 5140,1,2022-07-06 13:56:15.0,77.000000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Accessory""}}",49452,
22-0216-1:045,20,Entered,LE 5140,"DOCKZILLA LEG DECAL 36""-54""",Add LE 5140,1.0000000000000,1.000000000,Add LE 5140,1,2022-07-06 13:56:15.0,77.000000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Accessory""}}",49512,
22-0216-1:001,20,Entered,DZ1153-96,DFE RAMP 38'L X 96W 22K CAPACITY,Add DZ1153-96,1.0000000000000,1.000000000,Add DZ1153-96,1,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Weldment""}}",49515,
22-0215:048,20,Entered,DZ1125,PLATE 0.19 x 2.0 x 5.0,Add DZ1125,8.0000000000000,8.000000000,Add DZ1125,1,2022-07-08 08:40:41.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-SP-A36-019-00500-0200""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49240,
22-0215:030,20,Entered,DZ1123,PLATE 0.75 x 2.5 x 16.88,Add DZ1123,2.0000000000000,2.000000000,Add DZ1123,1,2022-07-08 08:40:41.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-SP-A36-075-01688-0250""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49165,
22-0216-1:065,20,Entered,DZ1121-22,PLATE 0.25 x 2.0 x 22.0,Add DZ1121-22,3.0000000000000,3.000000000,Add DZ1121-22,1,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-FB-A36-025-200-02200""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49554,
22-0216-1:087,20,Entered,DZ1121-22,PLATE 0.25 x 2.0 x 22.0,Add DZ1121-22,3.0000000000000,3.000000000,Add DZ1121-22,1,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-FB-A36-025-200-02200""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49618,
22-0215:001,20,Entered,DL3654S32L,ADJUSTABLE RAMP LEG ASSEMBLY LEFT,Add DL3654S32L,1.0000000000000,1.000000000,Add DL3654S32L,1,2022-07-08 08:40:41.0,1.000000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Weldment""}}",49107,
22-0215:048,20,Entered,S-FB-GR50-063-500-24000,FLAT BAR 0.63 x 5 x 240.0,Add S-FB-GR50-063-500-24000,1.0000000000000,1.000000000,Add S-FB-GR50-063-500-24000,1,2022-07-08 08:40:41.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-FB-GR50-063-450-24000""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49243,
